number of rooms;area of apartment;number of floors;apartment floor;price;repair;bathroom;terrace;year of construction;elevator;garbage chute;type of house;district;street;concierge;distance
3;90.0;16;13;5900000.0;евро;раздельный;балкон;2007;1;0;монолитный;р-н Свердловский;улица Яблочкова, 29;1;4308.730340938217
1;36.0;3;1;3500000.0;требует ремонта;совмещенный;нет;2008;0;0;кирпичный;р-н Дзержинский;улица Путейская, 15А;0;7320.348915402611
3;90.0;16;14;5250000.0;косметический;несколько;лоджия;2009;2;1;монолитный;р-н Дзержинский;улица Хабаровская, 56;0;9223.468777999098
3;61.0;9;9;2900000.0;косметический;раздельный;лоджия;1977;1;1;панельный;р-н Орджоникидзевский;улица Луговского, 132А;0;12309.703079000761
1;155.0;17;12;16900000.0;евро;несколько;лоджия;2002;1;0;кирпичный;р-н Свердловский;улица Максима Горького, 60;1;2075.2287867976693
2;38.0;9;9;1500000.0;косметический;раздельный;нет;1986;1;1;кирпичный;р-н Дзержинский;улица Хабаровская, 173;0;8865.898783166675
1;44.0;25;4;3980000.0;косметический;совмещенный;лоджия;2019;2;0;монолитный;р-н Свердловский;улица Героев Хасана, 11Б;1;2922.7241569110356
4;163.0;25;18;16990000.0;дизайнерский;несколько;нет;2009;2;1;монолитный;р-н Свердловский;улица Чернышевского, 15А;1;2913.807381287377
2;41.0;5;1;2280000.0;косметический;совмещенный;нет;1966;0;0;кирпичный;р-н Кировский;улица Чистопольская, 23А;0;17105.225447751644
1;41.0;2;1;1770000.0;косметический;раздельный;нет;1954;0;0;блочный;р-н Дзержинский;улица Машинистов, 47;0;7938.288209444231
1;48.0;9;7;5300000.0;дизайнерский;совмещенный;балкон;2008;1;0;кирпичный;р-н Ленинский;улица Советская, 3;0;1865.2020348287197
3;62.0;9;7;4500000.0;косметический;раздельный;лоджия;1984;1;1;кирпичный;р-н Свердловский;улица Весёлая, 1;0;3330.91464996516
3;107.0;12;4;5790000.0;косметический;раздельный;лоджия;2005;1;1;кирпичный;р-н Кировский;улица Кировоградская, 66;1;15336.794589917768
2;39.0;5;4;2150000.0;требует ремонта;раздельный;балкон;1960;0;0;кирпичный;р-н Кировский;улица Маршала Рыбалко, 82;0;15491.828111364559
3;64.0;9;1;2850000.0;требует ремонта;раздельный;лоджия;1994;1;1;кирпичный;р-н Орджоникидзевский;улица Кронита, 11;0;14507.626646367926
4;130.0;15;14;11500000.0;дизайнерский;совмещенный;лоджия;2008;2;1;кирпичный;р-н Свердловский;улица Николая Островского, 119;1;3224.2814648777758
2;44.0;5;3;2320000.0;косметический;раздельный;балкон;1966;0;0;панельный;р-н Кировский;улица Магистральная, 96/4;0;14979.68240264228
2;37.0;9;6;1600000.0;косметический;совмещенный;нет;1986;1;1;кирпичный;р-н Дзержинский;улица Хабаровская, 173;0;8865.898783166675
2;43.0;9;9;3200000.0;косметический;раздельный;лоджия;1984;1;1;панельный;р-н Мотовилихинский;улица Сигаева, 6;0;9222.378820172105
3;55.0;2;2;2749000.0;косметический;совмещенный;балкон;1959;0;0;кирпичный;р-н Индустриальный;улица Кавалерийская, 30;0;3789.893516504483
1;36.0;9;9;2999999.0;требует ремонта;совмещенный;балкон;1990;1;1;кирпичный;р-н Свердловский;улица Клары Цеткин, 33;0;2007.4802146181198
1;110.0;5;3;5500000.0;требует ремонта;несколько;лоджия;2021;0;0;монолитный;р-н Мотовилихинский;улица Крайпрудская, 44;0;6942.299413220976
4;85.0;10;2;5200000.0;косметический;раздельный;лоджия;1989;1;1;панельный;р-н Мотовилихинский;улица Юрша, 7;0;4773.6583174081
2;53.0;9;8;4150000.0;дизайнерский;раздельный;балкон;1985;1;1;панельный;р-н Дзержинский;Парковый проспект, 5;0;4944.718734512682
4;80.0;9;7;4800000.0;косметический;совмещенный;лоджия;1986;1;1;кирпичный;р-н Дзержинский;улица Ветлужская, 60;0;8834.766713583438
3;78.0;16;14;5180000.0;косметический;раздельный;лоджия;2018;2;0;монолитный;р-н Кировский;улица Юнг Прикамья, 10;1;12233.261832909147
3;62.0;5;5;3850000.0;косметический;раздельный;балкон;1966;0;0;панельный;р-н Мотовилихинский;улица Крупской, 85;0;4509.201727443916
3;49.0;5;1;3500000.0;дизайнерский;раздельный;нет;1967;0;0;панельный;р-н Дзержинский;шоссе Космонавтов, 92;0;2006.5803398875998
4;163.0;25;18;16990000.0;дизайнерский;несколько;нет;2009;2;1;монолитный;р-н Свердловский;улица Чернышевского, 15А;1;2913.807381287377
4;139.0;9;4;11500000.0;косметический;несколько;лоджия;2002;1;0;кирпичный;р-н Мотовилихинский;улица Уинская, 5;1;4577.889393201343
3;80.0;10;3;10000000.0;евро;совмещенный;лоджия;2006;1;1;кирпичный;р-н Свердловский;улица Николая Островского, 49;0;2088.309624500928
3;115.0;13;9;8800000.0;косметический;несколько;лоджия;2018;1;1;кирпичный;р-н Ленинский;улица Николая Островского, 30;1;2119.181831715409
1;31.0;5;1;2100000.0;требует ремонта;совмещенный;нет;1972;0;0;кирпичный;р-н Мотовилихинский;улица Звонарёва, 43А;0;4718.123603704777
1;44.0;25;4;3980000.0;косметический;совмещенный;лоджия;2019;2;0;монолитный;р-н Свердловский;улица Героев Хасана, 11Б;1;2922.7241569110356
3;68.0;9;9;4180000.0;косметический;раздельный;балкон;1988;1;1;панельный;р-н Дзержинский;улица Маяковского, 41;0;6793.204769285547
1;37.0;10;10;3150000.0;косметический;раздельный;балкон;1989;1;1;панельный;р-н Дзержинский;Парковый проспект, 3/1;0;5197.119739602291
3;62.0;9;2;2600000.0;требует ремонта;раздельный;лоджия;1990;1;1;кирпичный;р-н Свердловский;улица 40-летия Победы, 16;1;21515.239032913265
4;142.0;17;11;12590000.0;дизайнерский;несколько;лоджия;2004;1;0;монолитный;р-н Мотовилихинский;улица Металлистов, 5;1;4524.473861938917
2;55.0;10;1;4500000.0;косметический;совмещенный;нет;2007;1;0;кирпичный;р-н Дзержинский;улица Куфонина, 30;1;5583.594698828919
4;86.0;10;5;4600000.0;косметический;раздельный;лоджия;1989;1;0;панельный;р-н Кировский;улица Танцорова, 31;0;12012.12145129042
2;51.0;20;1;4995000.0;косметический;раздельный;лоджия;2016;1;0;монолитный;р-н Свердловский;улица Чернышевского, 17А;1;3077.5236414466835
2;49.0;9;8;3055555.0;евро;совмещенный;балкон;1981;1;1;панельный;р-н Орджоникидзевский;улица Молдавская, 4;0;13609.387611599
